study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias	sample_title
PRJNA436454	SAMN08626317	SRX3781031	SRR6824366	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824366/SRR6824366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824366/SRR6824366_2.fastq.gz	MDR_23258	MDR_23258
PRJNA436454	SAMN08626366	SRX3781030	SRR6824367	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824367/SRR6824367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824367/SRR6824367_2.fastq.gz	non-MDR_6102	non-MDR_6102
PRJNA436454	SAMN08626221	SRX3781029	SRR6824368	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824368/SRR6824368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824368/SRR6824368_2.fastq.gz	MDR_14226	MDR_14226
PRJNA436454	SAMN08626222	SRX3781028	SRR6824369	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824369/SRR6824369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824369/SRR6824369_2.fastq.gz	MDR_14236	MDR_14236
PRJNA436454	SAMN08626223	SRX3781027	SRR6824370	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824370/SRR6824370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824370/SRR6824370_2.fastq.gz	MDR_14245	MDR_14245
PRJNA436454	SAMN08626224	SRX3781026	SRR6824371	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824371/SRR6824371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824371/SRR6824371_2.fastq.gz	MDR_14257	MDR_14257
PRJNA436454	SAMN08626035	SRX3781025	SRR6824372	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824372/SRR6824372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824372/SRR6824372_2.fastq.gz	MDR_14263	MDR_14263
PRJNA436454	SAMN08626225	SRX3781024	SRR6824373	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824373/SRR6824373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824373/SRR6824373_2.fastq.gz	MDR_14265	MDR_14265
PRJNA436454	SAMN08626226	SRX3781023	SRR6824374	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824374/SRR6824374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824374/SRR6824374_2.fastq.gz	MDR_14268	MDR_14268
PRJNA436454	SAMN08626227	SRX3781022	SRR6824375	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824375/SRR6824375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824375/SRR6824375_2.fastq.gz	MDR_14305	MDR_14305
PRJNA436454	SAMN08626228	SRX3781021	SRR6824376	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824376/SRR6824376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824376/SRR6824376_2.fastq.gz	MDR_14306	MDR_14306
PRJNA436454	SAMN08626036	SRX3781020	SRR6824377	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824377/SRR6824377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824377/SRR6824377_2.fastq.gz	MDR_14314	MDR_14314
PRJNA436454	SAMN08626245	SRX3781019	SRR6824378	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824378/SRR6824378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824378/SRR6824378_2.fastq.gz	MDR_15414	MDR_15414
PRJNA436454	SAMN08626244	SRX3781018	SRR6824379	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824379/SRR6824379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824379/SRR6824379_2.fastq.gz	MDR_15403	MDR_15403
PRJNA436454	SAMN08626246	SRX3781017	SRR6824380	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824380/SRR6824380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824380/SRR6824380_2.fastq.gz	MDR_15447	MDR_15447
PRJNA436454	SAMN08626042	SRX3781016	SRR6824381	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824381/SRR6824381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824381/SRR6824381_2.fastq.gz	MDR_15429	MDR_15429
PRJNA436454	SAMN08626248	SRX3781015	SRR6824382	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824382/SRR6824382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824382/SRR6824382_2.fastq.gz	MDR_15462	MDR_15462
PRJNA436454	SAMN08626247	SRX3781014	SRR6824383	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824383/SRR6824383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824383/SRR6824383_2.fastq.gz	MDR_15448	MDR_15448
PRJNA436454	SAMN08626250	SRX3781013	SRR6824384	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824384/SRR6824384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824384/SRR6824384_2.fastq.gz	MDR_16136	MDR_16136
PRJNA436454	SAMN08626249	SRX3781012	SRR6824385	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824385/SRR6824385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824385/SRR6824385_2.fastq.gz	MDR_16109	MDR_16109
PRJNA436454	SAMN08626252	SRX3781011	SRR6824386	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824386/SRR6824386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824386/SRR6824386_2.fastq.gz	MDR_16151	MDR_16151
PRJNA436454	SAMN08626251	SRX3781010	SRR6824387	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824387/SRR6824387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824387/SRR6824387_2.fastq.gz	MDR_16142	MDR_16142
PRJNA436454	SAMN08626373	SRX3781009	SRR6824388	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824388/SRR6824388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824388/SRR6824388_2.fastq.gz	non-MDR_10307	non-MDR_10307
PRJNA436454	SAMN08626011	SRX3781008	SRR6824389	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824389/SRR6824389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824389/SRR6824389_2.fastq.gz	MDR_4249	MDR_4249
PRJNA436454	SAMN08626120	SRX3781007	SRR6824390	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824390/SRR6824390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824390/SRR6824390_2.fastq.gz	MDR_4224	MDR_4224
PRJNA436454	SAMN08626386	SRX3781006	SRR6824391	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824391/SRR6824391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824391/SRR6824391_2.fastq.gz	non-MDR_16102	non-MDR_16102
PRJNA436454	SAMN08626387	SRX3781005	SRR6824392	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824392/SRR6824392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824392/SRR6824392_2.fastq.gz	non-MDR_16205	non-MDR_16205
PRJNA436454	SAMN08626384	SRX3781004	SRR6824393	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824393/SRR6824393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824393/SRR6824393_2.fastq.gz	non-MDR_15173	non-MDR_15173
PRJNA436454	SAMN08626385	SRX3781003	SRR6824394	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824394/SRR6824394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824394/SRR6824394_2.fastq.gz	non-MDR_15201	non-MDR_15201
PRJNA436454	SAMN08626390	SRX3781002	SRR6824395	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824395/SRR6824395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824395/SRR6824395_2.fastq.gz	non-MDR_16406	non-MDR_16406
PRJNA436454	SAMN08626391	SRX3781001	SRR6824396	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824396/SRR6824396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824396/SRR6824396_2.fastq.gz	non-MDR_16546	non-MDR_16546
PRJNA436454	SAMN08626388	SRX3781000	SRR6824397	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824397/SRR6824397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824397/SRR6824397_2.fastq.gz	non-MDR_16212	non-MDR_16212
PRJNA436454	SAMN08626389	SRX3780999	SRR6824398	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824398/SRR6824398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824398/SRR6824398_2.fastq.gz	non-MDR_16404	non-MDR_16404
PRJNA436454	SAMN08626392	SRX3780998	SRR6824399	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824399/SRR6824399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824399/SRR6824399_2.fastq.gz	non-MDR_17120	non-MDR_17120
PRJNA436454	SAMN08626393	SRX3780997	SRR6824400	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824400/SRR6824400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824400/SRR6824400_2.fastq.gz	non-MDR_17202	non-MDR_17202
PRJNA436454	SAMN08626298	SRX3780996	SRR6824401	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824401/SRR6824401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824401/SRR6824401_2.fastq.gz	MDR_19342	MDR_19342
PRJNA436454	SAMN08626062	SRX3780995	SRR6824402	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824402/SRR6824402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824402/SRR6824402_2.fastq.gz	MDR_19357	MDR_19357
PRJNA436454	SAMN08626299	SRX3780994	SRR6824403	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824403/SRR6824403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824403/SRR6824403_2.fastq.gz	MDR_19359	MDR_19359
PRJNA436454	SAMN08626300	SRX3780993	SRR6824404	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824404/SRR6824404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824404/SRR6824404_2.fastq.gz	MDR_19361	MDR_19361
PRJNA436454	SAMN08626060	SRX3780992	SRR6824405	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824405/SRR6824405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824405/SRR6824405_2.fastq.gz	MDR_19216	MDR_19216
PRJNA436454	SAMN08626061	SRX3780991	SRR6824406	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824406/SRR6824406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824406/SRR6824406_2.fastq.gz	MDR_19261	MDR_19261
PRJNA436454	SAMN08626296	SRX3780990	SRR6824407	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824407/SRR6824407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824407/SRR6824407_2.fastq.gz	MDR_19329	MDR_19329
PRJNA436454	SAMN08626297	SRX3780989	SRR6824408	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824408/SRR6824408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824408/SRR6824408_2.fastq.gz	MDR_19340	MDR_19340
PRJNA436454	SAMN08626301	SRX3780988	SRR6824409	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824409/SRR6824409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824409/SRR6824409_2.fastq.gz	MDR_19368	MDR_19368
PRJNA436454	SAMN08626063	SRX3780987	SRR6824410	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824410/SRR6824410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824410/SRR6824410_2.fastq.gz	MDR_19420	MDR_19420
PRJNA436454	SAMN08626089	SRX3780986	SRR6824411	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824411/SRR6824411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824411/SRR6824411_2.fastq.gz	MDR_3118	MDR_3118
PRJNA436454	SAMN08626088	SRX3780985	SRR6824412	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824412/SRR6824412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824412/SRR6824412_2.fastq.gz	MDR_3112	MDR_3112
PRJNA436454	SAMN08626355	SRX3780984	SRR6824413	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824413/SRR6824413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824413/SRR6824413_2.fastq.gz	MDR_31251	MDR_31251
PRJNA436454	SAMN08626081	SRX3780983	SRR6824414	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824414/SRR6824414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824414/SRR6824414_2.fastq.gz	MDR_31213	MDR_31213
PRJNA436454	SAMN08626410	SRX3780982	SRR6824415	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824415/SRR6824415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824415/SRR6824415_2.fastq.gz	non-MDR_23204	non-MDR_23204
PRJNA436454	SAMN08626411	SRX3780981	SRR6824416	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824416/SRR6824416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824416/SRR6824416_2.fastq.gz	non-MDR_23333	non-MDR_23333
PRJNA436454	SAMN08626354	SRX3780980	SRR6824417	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824417/SRR6824417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824417/SRR6824417_2.fastq.gz	MDR_31104	MDR_31104
PRJNA436454	SAMN08626353	SRX3780979	SRR6824418	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824418/SRR6824418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824418/SRR6824418_2.fastq.gz	MDR_30167	MDR_30167
PRJNA436454	SAMN08626408	SRX3780978	SRR6824419	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824419/SRR6824419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824419/SRR6824419_2.fastq.gz	non-MDR_20116	non-MDR_20116
PRJNA436454	SAMN08626356	SRX3780977	SRR6824420	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824420/SRR6824420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824420/SRR6824420_2.fastq.gz	non-MDR_2109	non-MDR_2109
PRJNA436454	SAMN08626357	SRX3780976	SRR6824421	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824421/SRR6824421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824421/SRR6824421_2.fastq.gz	non-MDR_2146	non-MDR_2146
PRJNA436454	SAMN08626409	SRX3780975	SRR6824422	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824422/SRR6824422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824422/SRR6824422_2.fastq.gz	non-MDR_22110	non-MDR_22110
PRJNA436454	SAMN08626404	SRX3780974	SRR6824423	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824423/SRR6824423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824423/SRR6824423_2.fastq.gz	non-MDR_19204	non-MDR_19204
PRJNA436454	SAMN08626405	SRX3780973	SRR6824424	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824424/SRR6824424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824424/SRR6824424_2.fastq.gz	non-MDR_19210	non-MDR_19210
PRJNA436454	SAMN08626406	SRX3780972	SRR6824425	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824425/SRR6824425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824425/SRR6824425_2.fastq.gz	non-MDR_19310	non-MDR_19310
PRJNA436454	SAMN08626407	SRX3780971	SRR6824426	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824426/SRR6824426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824426/SRR6824426_2.fastq.gz	non-MDR_19316	non-MDR_19316
PRJNA436454	SAMN08626237	SRX3780970	SRR6824427	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824427/SRR6824427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824427/SRR6824427_2.fastq.gz	MDR_15129	MDR_15129
PRJNA436454	SAMN08626236	SRX3780969	SRR6824428	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824428/SRR6824428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824428/SRR6824428_2.fastq.gz	MDR_15127	MDR_15127
PRJNA436454	SAMN08626229	SRX3780968	SRR6824429	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824429/SRR6824429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824429/SRR6824429_2.fastq.gz	MDR_14327	MDR_14327
PRJNA436454	SAMN08626037	SRX3780967	SRR6824430	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824430/SRR6824430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824430/SRR6824430_2.fastq.gz	MDR_14315	MDR_14315
PRJNA436454	SAMN08626231	SRX3780966	SRR6824431	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824431/SRR6824431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824431/SRR6824431_2.fastq.gz	MDR_14347	MDR_14347
PRJNA436454	SAMN08626230	SRX3780965	SRR6824432	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824432/SRR6824432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824432/SRR6824432_2.fastq.gz	MDR_14332	MDR_14332
PRJNA436454	SAMN08626233	SRX3780964	SRR6824433	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824433/SRR6824433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824433/SRR6824433_2.fastq.gz	MDR_14349	MDR_14349
PRJNA436454	SAMN08626232	SRX3780963	SRR6824434	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824434/SRR6824434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824434/SRR6824434_2.fastq.gz	MDR_14348	MDR_14348
PRJNA436454	SAMN08626235	SRX3780962	SRR6824435	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824435/SRR6824435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824435/SRR6824435_2.fastq.gz	MDR_14368	MDR_14368
PRJNA436454	SAMN08626234	SRX3780961	SRR6824436	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824436/SRR6824436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824436/SRR6824436_2.fastq.gz	MDR_14361	MDR_14361
PRJNA436454	SAMN08626369	SRX3780960	SRR6824437	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824437/SRR6824437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824437/SRR6824437_2.fastq.gz	non-MDR_8137	non-MDR_8137
PRJNA436454	SAMN08626370	SRX3780959	SRR6824438	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824438/SRR6824438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824438/SRR6824438_2.fastq.gz	non-MDR_8246	non-MDR_8246
PRJNA436454	SAMN08626367	SRX3780958	SRR6824439	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824439/SRR6824439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824439/SRR6824439_2.fastq.gz	non-MDR_7103	non-MDR_7103
PRJNA436454	SAMN08626368	SRX3780957	SRR6824440	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824440/SRR6824440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824440/SRR6824440_2.fastq.gz	non-MDR_8105	non-MDR_8105
PRJNA436454	SAMN08626191	SRX3780956	SRR6824441	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824441/SRR6824441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824441/SRR6824441_2.fastq.gz	MDR_12103	MDR_12103
PRJNA436454	SAMN08626192	SRX3780955	SRR6824442	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824442/SRR6824442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824442/SRR6824442_2.fastq.gz	MDR_12128	MDR_12128
PRJNA436454	SAMN08626193	SRX3780954	SRR6824443	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824443/SRR6824443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824443/SRR6824443_2.fastq.gz	MDR_12153	MDR_12153
PRJNA436454	SAMN08626194	SRX3780953	SRR6824444	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824444/SRR6824444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824444/SRR6824444_2.fastq.gz	MDR_12174	MDR_12174
PRJNA436454	SAMN08626189	SRX3780952	SRR6824445	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824445/SRR6824445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824445/SRR6824445_2.fastq.gz	MDR_11278	MDR_11278
